,5-gram,count
62,"('monkeypox', 'hiv', 'prevention', 'treatment', 'matter')",110
63,"('hiv', 'collided', 'tragic', 'effect', 'said')",107
64,"('collided', 'tragic', 'effect', 'said', 'cdc')",107
65,"('tragic', 'effect', 'said', 'cdc', 'monkeypox')",107
66,"('effect', 'said', 'cdc', 'monkeypox', 'incident')",107
67,"('said', 'cdc', 'monkeypox', 'incident', 'commander')",107
68,"('research', 'news', 'disease', 'infection', 'newstags')",105
69,"('news', 'medical', 'retrieved', 'november', 'http')",105
70,"('medical', 'retrieved', 'november', 'http', 'www')",105
71,"('retrieved', 'november', 'http', 'www', 'news')",105
72,"('news', 'medical', 'november', 'http', 'www')",105
73,"('medical', 'november', 'http', 'www', 'news')",105
74,"('news', 'medical', 'http', 'www', 'news')",105
75,"('medical', 'http', 'www', 'news', 'medical')",105
76,"('news', 'medical', 'viewed', 'november', 'http')",105
77,"('medical', 'viewed', 'november', 'http', 'www')",105
78,"('viewed', 'november', 'http', 'www', 'news')",105
79,"('the', 'world', 'health', 'organization', 'who')",104
80,"('today', 'report', 'reminds', 'access', 'monkeypox')",104
81,"('report', 'reminds', 'access', 'monkeypox', 'hiv')",104
82,"('reminds', 'access', 'monkeypox', 'hiv', 'prevention')",104
83,"('still', 'circulating', 'cause', 'severe', 'illness')",102
84,"('circulating', 'cause', 'severe', 'illness', 'death')",102
85,"('both', 'name', 'used', 'simultaneously', 'one')",102
86,"('article', 'the', 'world', 'health', 'organization')",101
87,"('patient', 'male', 'black', 'seventeen', 'patient')",100
88,"('newsletterplease', 'publish', 'namei', 'year', 'oldi')",99
89,"('publish', 'namei', 'year', 'oldi', 'accept')",99
90,"('namei', 'year', 'oldi', 'accept', 'term')",99
91,"('monkeypox', 'cause', 'death', 'contributing', 'factor')",98
92,"('disease', 'still', 'circulating', 'cause', 'severe')",98
93,"('according', 'data', 'center', 'disease', 'control')",97
94,"('there', 'probable', 'confirmed', 'monkeypox', 'case')",96
95,"('cause', 'death', 'contributing', 'factor', 'five')",96
96,"('died', 'monkeypox', 'cause', 'death', 'contributing')",95
97,"('investigation', 'determine', 'whether', 'monkeypox', 'causal')",95
98,"('people', 'weakened', 'immune', 'system', 'hiv')",95
99,"('made', 'drug', 'available', 'strategic', 'national')",95
